"Institution Name","Administrative Unit Number","School Branch","Category","Status","Phone Number","Phone_Number_Extn","Web_Address","County","City","Primary Administrator","School Year"
"Culver-Stockton College","408004562","0","Non-Approved Out of State College and University","Open","(573) 288-6000",,"http://www.culver.edu","Out-of-State",,,"SY2223"
"Cumberland University","423004471","0","Non-Approved Out of State College and University","Open","(615) 444-2562",,"http://www.cumberland.edu","Out-of-State",,,"SY2223"
"CUNY Bernard M Baruch College","491006178","0","Non-Approved Out of State College and University","Open","(646) 312-1000",,"http://www.baruch.cuny.edu","Out-of-State",,,"SY2223"
"CUNY Brooklyn College","488007775","0","Non-Approved Out of State College and University","Open","(718) 951-5000",,"http://www.brooklyn.cuny.edu","Out-of-State",,,"SY2223"
"CUNY City College","423000914","0","Non-Approved Out of State College and University","Open","(212) 650-7000",,"http://www.ccny.cuny.edu","Out-of-State",,,"SY2223"
"CUNY College of Staten Island","419009598","0","Non-Approved Out of State College and University","Open","(718) 982-2000",,"http://www.csi.cuny.edu","Out-of-State",,,"SY2223"
"CUNY Graduate School and University Center","417008440","0","Non-Approved Out of State College and University","Open","(212) 817-7000",,"http://www.gc.cuny.edu","Out-of-State",,,"SY2223"
"CUNY Hunter College","497005166","0","Non-Approved Out of State College and University","Open","(212) 772-4000",,"http://www.hunter.cuny.edu","Out-of-State",,,"SY2223"
"CUNY John Jay College of Criminal Justice","468001367","0","Non-Approved Out of State College and University","Open","(212) 237-8000",,"http://www.jjay.cuny.edu","Out-of-State",,,"SY2223"
"CUNY Lehman College","485005704","0","Non-Approved Out of State College and University","Open","(718) 960-8000",,"http://www.lehman.cuny.edu","Out-of-State",,,"SY2223"
"CUNY Medgar Evers College","474004966","0","Non-Approved Out of State College and University","Open","(718) 270-4900",,"http://www.mec.cuny.edu","Out-of-State",,,"SY2223"
"CUNY New York City College of Technology","463001366","0","Non-Approved Out of State College and University","Open","(718) 260-5500",,"http://www.citytech.cuny.edu","Out-of-State",,,"SY2223"
"CUNY Queens College","437007079","0","Non-Approved Out of State College and University","Open","(718) 997-5000",,"http://www.qc.cuny.edu","Out-of-State",,,"SY2223"
"CUNY School of Law at Queens College","465005964","0","Non-Approved Out of State College and University","Open","(718) 340-4200",,"http://www.law.cuny.edu","Out-of-State",,,"SY2223"
"CUNY York College","461004350","0","Non-Approved Out of State College and University","Open","(718) 262-2000",,"http://www.york.cuny.edu","Out-of-State",,,"SY2223"
"Curry College","440003937","0","Non-Approved Out of State College and University","Open","(617) 333-2900",,"http://www.curry.edu","Out-of-State",,,"SY2223"
"Curtis Institute of Music","426511604","0","Private College and University","Open","(215) 893-5252",,"https://www.curtis.edu/","Philadelphia",,"Mr Roberto   Diaz , Chief Executive Officer","SY2223"
"D'Youville College","415003901","0","Non-Approved Out of State College and University","Open","(716) 829-8000",,"http://www.dyc.edu","Out-of-State",,,"SY2223"
"Daemen College","494001558","0","Non-Approved Out of State College and University","Open","(716) 839-3600",,"http://www.daemen.edu","Out-of-State",,,"SY2223"
"Dakota State University","450004552","0","Non-Approved Out of State College and University","Open","(605) 256-5111",,"http://www.dsu.edu","Out-of-State",,,"SY2223"
"Dakota Wesleyan University","468004435","0","Non-Approved Out of State College and University","Open","(605) 995-2600",,"http://www.dwu.edu","Out-of-State",,,"SY2223"
"Dallas Baptist University","460007541","0","Non-Approved Out of State College and University","Open","(214) 333-7100",,"http://www.dbu.edu","Out-of-State",,,"SY2223"
"Dallas Christian College","416006778","0","Non-Approved Out of State College and University","Open","(972) 241-3371",,"http://www.dallas.edu","Out-of-State",,,"SY2223"
"Dalton State College","476004374","0","Non-Approved Out of State College and University","Open","(706) 272-4436",,"http://www.daltonstate.edu","Out-of-State",,,"SY2223"
"Dana College","479008582","0","Non-Approved Out of State College and University","Open","(402) 426-9000",,"http://www.dana.edu","Out-of-State",,,"SY2223"
"Daniel Webster College","415002328","0","Non-Approved Out of State College and University","Open","(603) 577-6000",,"http://www.dwc.edu","Out-of-State",,,"SY2223"
"Darkei Noam Rabbinical College","484005032","0","Non-Approved Out of State College and University","Open","(718) 338-9444",,,"Out-of-State",,,"SY2223"
"Dartmouth College","493000501","0","Non-Approved Out of State College and University","Open","(603) 646-1110",,"http://www.dartmouth.edu","Out-of-State",,,"SY2223"
"Davenport University","427002901","0","Non-Approved Out of State College and University","Open","(616) 698-7111",,"http://www.davenport.edu","Out-of-State",,,"SY2223"
"Davidson College","495008953","0","Non-Approved Out of State College and University","Open","(704) 894-2000",,"http://www.davidson.edu/","Out-of-State",,,"SY2223"
"Davis & Elkins College","410000884","0","Non-Approved Out of State College and University","Open","(304) 637-1900",,"http://www.dewv.edu","Out-of-State",,,"SY2223"
"Davis College","485005260","0","Non-Approved Out of State College and University","Open","(607) 729-1581",,"http://www.davisny.edu","Out-of-State",,,"SY2223"
"Daymar College","453005919","0","Non-Approved Out of State College and University","Open","(502) 400-4075",,,"Out-of-State",,,"SY2223"
"Daymar College","495005241","0","Non-Approved Out of State College and University","Open","(270) 843-6750",,"http://www.daymarcollege.edu","Out-of-State",,,"SY2223"
"Daymar College Online","444002062","0","Non-Approved Out of State College and University","Open","(270) 663-6300",,,"Out-of-State",,,"SY2223"
"Daymar College-Bellevue","468006186","0","Non-Approved Out of State College and University","Open","(859) 291-0800",,"http://www.daymarcollege.edu/","Out-of-State",,,"SY2223"
"Daymar College-Owensboro Campus","408002940","0","Non-Approved Out of State College and University","Open","(270) 926-4040",,"http://www.daymarcollege.edu","Out-of-State",,,"SY2223"
"Daymar College-Paducah Main","420006240","0","Non-Approved Out of State College and University","Open","(270) 444-9950",,"http://www.daymarcollege.edu/college/paducah","Out-of-State",,,"SY2223"
"Daymar Institute","409005618","0","Non-Approved Out of State College and University","Open","(931) 552-7600",,"http://www.daymarinstitute.edu","Out-of-State",,,"SY2223"
"Daymar Institute","418009130","0","Non-Approved Out of State College and University","Open","(615) 361-7555",,"http://www.daymarinstitute.edu","Out-of-State",,,"SY2223"
"Daymar Institute-Murfreesboro","460004154","0","Non-Approved Out of State College and University","Open","(615) 217-9347",,"http://www.daymarinstitute.edu","Out-of-State",,,"SY2223"
"Daytona State College","489008044","0","Non-Approved Out of State College and University","Open","(386) 506-3000",,"http://www.DaytonaState.edu","Out-of-State",,,"SY2223"
"DCS School of Driving, LLC","412671289","0","Private Licensed School","Open","(717) 586-9648",,"http://www.DCSdrivingschool.com","York",,"Mr Christopher J Rudisill , Chief Executive Officer","SY2223"
"Dean College","491005173","0","Non-Approved Out of State College and University","Open","(508) 541-1900",,"http://www.dean.edu","Out-of-State",,,"SY2223"
"Defiance College","414003648","0","Non-Approved Out of State College and University","Open","(419) 784-4010",,"http://www.defiance.edu","Out-of-State",,,"SY2223"
"Delaware County Community College","425232502","0","Community College","Open","(610) 359-5000",,"https://www.dccc.edu/","Delaware",,"Dr L. Joy   Gates Black , Chief Executive Officer","SY2223"
"Delaware State University","462005429","0","Non-Approved Out of State College and University","Open","(302) 857-6060",,"http://www.desu.edu","Out-of-State",,,"SY2223"
"Delaware Valley University","422091723","0","Private College and University","Open","(215) 345-1500",,"https://www.delval.edu","Bucks",,"Dr Benjamin   Rusiloski , Chief Executive Officer","SY2223"
"Delaware Valley University","422091723","0","Private State-Aided Institution","Open","(215) 345-1500",,"https://www.delval.edu","Bucks",,"Dr Benjamin   Rusiloski , Chief Executive Officer","SY2223"
"Dell'Arte International School of Physical Theatre","461008038","0","Non-Approved Out of State College and University","Open","(707) 668-5663",,"http://www.dellarte.com/school","Out-of-State",,,"SY2223"
"Delta State University","433002750","0","Non-Approved Out of State College and University","Open","(662) 846-3000",,"http://www.deltastate.edu","Out-of-State",,,"SY2223"
"Denison University","489006156","0","Non-Approved Out of State College and University","Open","(740) 587-0810",,"http://www.denison.edu","Out-of-State",,,"SY2223"
"Denver School of Nursing","463007393","0","Non-Approved Out of State College and University","Open","(303) 292-0015",,,"Out-of-State",,,"SY2223"
"Denver Seminary","433008122","0","Non-Approved Out of State College and University","Open","(303) 761-2482",,"http://www.denverseminary.edu","Out-of-State",,,"SY2223"
"DePaul University","453003523","0","Non-Approved Out of State College and University","Open","(312) 362-8000",,"http://www.depaul.edu","Out-of-State",,,"SY2223"
"DePauw University","471008805","0","Non-Approved Out of State College and University","Open","(765) 658-4800",,"http://www.depauw.edu","Out-of-State",,,"SY2223"
"Des Moines University-Osteopathic Medical Center","448005209","0","Non-Approved Out of State College and University","Open","(515) 271-1400",,"http://www.dmu.edu","Out-of-State",,,"SY2223"
"DeSales University","421390324","0","Private College and University","Open","(610) 282-1100",,"https://www.desales.edu","Lehigh",,"Rev James J Greenfield OSFS, Chief Executive Officer","SY2223"
"Design Institute of San Diego","417002274","0","Non-Approved Out of State College and University","Open","(858) 566-1200",,"http://WWW.DISD.EDU","Out-of-State",,,"SY2223"
"Detail King Auto Detailing Training Institute, LLC","402020699","0","Private Licensed School","Open","(888) 314-0847",,"http://www.detailking.com/","Allegheny",,"Mr Jason   Fung , Director","SY2223"
"DeVry College of New York","417002121","0","Non-Approved Out of State College and University","Open","(888) 713-3879",,"http://www.devry.edu","Out-of-State",,,"SY2223"
"Devry University, Inc","400009259","0","Administrative Office","Open","(630) 515-7700",,"https://www.devry.edu/about/campus-locations/pennsylvania/fort-washington.html","Out-of-State",,"Mr Thomas L Monahan III, Chief Executive Officer","SY2223"
"Devry University, Inc","400009259","0","Approved Out of State College and University","Open","(630) 515-7700",,"https://www.devry.edu/about/campus-locations/pennsylvania/fort-washington.html","Out-of-State",,"Mr Thomas L Monahan III, Chief Executive Officer","SY2223"
"Devry University, Inc","400009259","0","Non-Approved Out of State College and University","Open","(630) 515-7700",,"https://www.devry.edu/about/campus-locations/pennsylvania/fort-washington.html","Out-of-State",,"Mr Thomas L Monahan III, Chief Executive Officer","SY2223"
"DeVry University-California","404005406","0","Non-Approved Out of State College and University","Open","(909) 622-8866",,"http://www.devry.edu","Out-of-State",,,"SY2223"
"DeVry University-Colorado","418003359","0","Non-Approved Out of State College and University","Open","(303) 280-7400",,"http://www.devry.edu","Out-of-State",,,"SY2223"
"DeVry University-Florida","431009859","0","Non-Approved Out of State College and University","Open","(954) 499-9700",,"http://www.devry.edu","Out-of-State",,,"SY2223"
"DeVry University-Illinois","428009225","0","Non-Approved Out of State College and University","Open","(773) 929-8500",,"http://www.devry.edu","Out-of-State",,,"SY2223"
"DeVry University-Indiana","475007823","0","Non-Approved Out of State College and University","Open","(317) 581-8854",,"http://www.devry.edu","Out-of-State",,,"SY2223"
"DeVry University-Kentucky","419002192","0","Non-Approved Out of State College and University","Open","(502) 326-2860",,"http://www.devry.edu","Out-of-State",,,"SY2223"
"DeVry University-Maryland","486007323","0","Non-Approved Out of State College and University","Open","(301) 652-8477",,"http://www.devry.edu","Out-of-State",,,"SY2223"
